"age","workclass","fnlwgt","education","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country"
44,"Private",131650,"Assoc-acdm","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,54,"United-States"
59,"Self-emp-not-inc",64102,"7th-8th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,20,"United-States"
30,"Private",110622,"Bachelors","Divorced","Exec-managerial","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"China"
49,"Private",168211,"HS-grad","Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States"
68,"Private",191581,"Masters","Never-married","Prof-specialty","Not-in-family","White","Female",3273,0,40,"United-States"
61,"Self-emp-not-inc",243493,"HS-grad","Married-civ-spouse","Other-service","Husband","Black","Male",0,0,12,"United-States"
39,"State-gov",152023,"11th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
33,"Private",137088,"Bachelors","Married-civ-spouse","Machine-op-inspct","Husband","Other","Male",0,0,40,"Ecuador"
48,"Private",83444,"HS-grad","Married-civ-spouse","Prof-specialty","Husband","White","Male",7298,0,40,"United-States"
29,"Self-emp-not-inc",85572,"11th","Married-civ-spouse","Other-service","Wife","White","Female",0,0,5,"United-States"
25,"Private",248612,"Assoc-acdm","Never-married","Craft-repair","Not-in-family","White","Male",0,0,30,"United-States"
36,"Private",28572,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States"
26,"Self-emp-not-inc",31143,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States"
42,"Private",184682,"Assoc-voc","Divorced","Tech-support","Not-in-family","White","Female",0,0,30,"United-States"
70,,54849,"Doctorate","Married-civ-spouse",,"Husband","White","Male",0,0,20,"United-States"
21,"Private",222993,"HS-grad","Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States"
29,"Private",162551,"Masters","Married-civ-spouse","Prof-specialty","Wife","Asian-Pac-Islander","Female",0,0,40,"Hong"
56,"Federal-gov",141877,"Bachelors","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States"
52,"Private",222405,"HS-grad","Married-civ-spouse","Sales","Husband","Black","Male",0,2377,40,"United-States"
35,"Private",35330,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
42,"Private",384508,"11th","Divorced","Sales","Unmarried","White","Male",1506,0,50,"Mexico"
28,"Private",133625,"HS-grad","Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"United-States"
32,"Local-gov",114733,"Bachelors","Divorced","Prof-specialty","Unmarried","White","Female",0,0,35,"United-States"
35,"Private",82622,"HS-grad","Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States"
18,"Private",170544,"11th","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,20,"United-States"
21,"Private",209067,"HS-grad","Never-married","Other-service","Own-child","White","Female",0,0,40,"United-States"
24,"Private",267945,"Bachelors","Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States"
38,"Private",103474,"Bachelors","Never-married","Tech-support","Not-in-family","White","Female",0,0,45,"United-States"
41,"Local-gov",36924,"Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States"
19,"Private",292590,"Some-college","Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States"
31,"Private",344200,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States"
27,"Private",134048,"11th","Never-married","Craft-repair","Not-in-family","White","Male",0,0,45,"United-States"
48,"Private",118023,"Prof-school","Divorced","Sales","Not-in-family","White","Male",0,0,13,"United-States"
25,"Private",80312,"Assoc-voc","Never-married","Adm-clerical","Not-in-family","White","Female",4865,0,40,"United-States"
54,"Private",88019,"HS-grad","Divorced","Other-service","Unmarried","White","Male",0,0,32,"United-States"
50,"Private",306790,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
20,"Private",37932,"HS-grad","Never-married","Other-service","Own-child","White","Male",0,0,50,"United-States"
47,"Private",110669,"Bachelors","Separated","Prof-specialty","Unmarried","White","Female",0,0,50,"United-States"
45,"Private",261278,"Bachelors","Married-civ-spouse","Prof-specialty","Wife","Asian-Pac-Islander","Female",5178,0,40,"Philippines"
31,"Private",111883,"HS-grad","Never-married","Craft-repair","Other-relative","White","Male",0,0,40,"United-States"
25,"Private",47353,"10th","Married-civ-spouse","Other-service","Wife","White","Female",0,0,40,"United-States"
33,"Private",155343,"HS-grad","Never-married","Machine-op-inspct","Unmarried","White","Male",0,0,40,"United-States"
20,,232022,"Some-college","Never-married",,"Own-child","White","Female",0,0,40,"United-States"
30,"Private",396538,"HS-grad","Separated","Exec-managerial","Unmarried","White","Female",0,0,29,"United-States"
20,"Private",204641,"Some-college","Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States"
30,"Private",108247,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States"
53,"Private",317313,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States"
24,"Local-gov",162919,"Some-college","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States"
36,"Private",35945,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States"
26,"Local-gov",159662,"10th","Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States"
59,"Private",170104,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,50,"United-States"
38,"Private",103925,"HS-grad","Never-married","Adm-clerical","Unmarried","White","Female",0,0,35,"United-States"
31,"Private",137367,"11th","Married-spouse-absent","Handlers-cleaners","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"India"
40,"Self-emp-inc",110862,"Assoc-acdm","Married-civ-spouse","Craft-repair","Husband","White","Male",0,2377,50,"United-States"
32,"Private",74883,"Bachelors","Never-married","Tech-support","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"Philippines"
34,"Private",473133,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States"
49,"Private",200198,"HS-grad","Married-civ-spouse","Other-service","Husband","Black","Male",0,0,40,"United-States"
61,"Private",129246,"10th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"United-States"
50,,222381,"Some-college","Divorced",,"Unmarried","White","Male",0,0,40,"United-States"
45,"Private",32896,"5th-6th","Never-married","Machine-op-inspct","Own-child","White","Female",0,0,35,"United-States"
49,"Private",97411,"7th-8th","Never-married","Machine-op-inspct","Not-in-family","Asian-Pac-Islander","Male",0,0,45,"Laos"
17,"Private",112291,"11th","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,12,"United-States"
60,,88675,"HS-grad","Married-civ-spouse",,"Husband","White","Male",0,0,40,"United-States"
27,"Private",372500,"5th-6th","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,45,"Mexico"
34,"Private",116910,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States"
29,"Private",188729,"Bachelors","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,45,"United-States"
17,"Private",57723,"11th","Never-married","Sales","Own-child","White","Male",0,0,30,"United-States"
21,"Private",231573,"Some-college","Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States"
43,"Private",242804,"HS-grad","Separated","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States"
38,"Private",287701,"11th","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,48,"United-States"
38,"Self-emp-inc",189679,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States"
42,,204817,"9th","Never-married",,"Own-child","Black","Male",0,0,35,"United-States"
55,"Private",119751,"Masters","Never-married","Prof-specialty","Other-relative","Asian-Pac-Islander","Female",0,0,40,"Thailand"
43,"Self-emp-not-inc",99220,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States"
60,"Private",320376,"7th-8th","Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,40,"United-States"
50,"Private",177927,"HS-grad","Divorced","Protective-serv","Not-in-family","White","Male",0,0,40,"United-States"
39,"Federal-gov",243872,"Assoc-acdm","Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States"
21,"Private",200153,"HS-grad","Never-married","Other-service","Own-child","White","Female",0,0,32,"United-States"
30,"Private",207564,"Some-college","Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States"
65,"Private",180280,"Some-college","Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States"
37,"Self-emp-not-inc",183735,"HS-grad","Married-civ-spouse","Prof-specialty","Husband","White","Male",3137,0,30,"United-States"
66,"Private",175558,"7th-8th","Widowed","Other-service","Not-in-family","White","Female",0,0,20,"Germany"
32,"Private",184440,"Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",3464,0,40,"United-States"
28,"Private",287268,"Some-college","Never-married","Other-service","Not-in-family","White","Male",0,0,35,"United-States"
19,"Local-gov",276973,"Some-college","Never-married","Prof-specialty","Own-child","White","Female",0,0,20,"United-States"
32,"Private",144064,"Bachelors","Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States"
44,"Private",151294,"Some-college","Widowed","Sales","Not-in-family","White","Female",0,0,25,"United-States"
38,"Private",109231,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
45,"Private",122195,"HS-grad","Widowed","Craft-repair","Unmarried","Black","Female",0,0,40,"United-States"
22,"Private",221480,"HS-grad","Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States"
32,"Private",118551,"Bachelors","Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,35,
61,,158712,"HS-grad","Divorced",,"Not-in-family","White","Female",0,0,99,"United-States"
34,"Private",212781,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States"
27,"Private",113635,"Bachelors","Never-married","Other-service","Not-in-family","White","Male",0,0,35,"United-States"
68,,257269,"Bachelors","Married-civ-spouse",,"Husband","White","Male",0,2377,35,"United-States"
40,"Self-emp-not-inc",30759,"Assoc-voc","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States"
24,"Private",417668,"Bachelors","Never-married","Prof-specialty","Own-child","White","Male",0,0,30,"United-States"
17,"Private",452406,"11th","Never-married","Sales","Own-child","Black","Female",0,0,15,"United-States"
67,"Private",123393,"11th","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States"
35,"Self-emp-not-inc",238802,"HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States"
22,"Private",225156,"HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States"
41,"Private",217902,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States"
64,"Self-emp-inc",80333,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States"
29,"Private",119052,"HS-grad","Never-married","Handlers-cleaners","Not-in-family","Black","Female",0,0,40,"United-States"
43,"Self-emp-inc",64048,"9th","Never-married","Sales","Own-child","White","Female",0,0,44,"Portugal"
47,"Private",264244,"HS-grad","Married-spouse-absent","Craft-repair","Not-in-family","Black","Female",0,0,40,"United-States"
51,"Private",313146,"HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States"
37,"Private",340599,"11th","Separated","Other-service","Unmarried","Black","Female",0,0,40,"United-States"
47,"Local-gov",128401,"Doctorate","Never-married","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States"
17,"Private",401198,"11th","Never-married","Sales","Own-child","White","Female",0,0,15,"United-States"
26,"Private",32276,"HS-grad","Never-married","Farming-fishing","Not-in-family","White","Male",0,0,40,"United-States"
35,"Private",110538,"HS-grad","Divorced","Farming-fishing","Not-in-family","White","Male",0,0,70,"United-States"
25,"Private",257310,"HS-grad","Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States"
36,"Private",223433,"Masters","Married-civ-spouse","Sales","Husband","White","Male",7688,0,50,"United-States"
58,"Private",224854,"HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States"
36,,504871,"HS-grad","Married-civ-spouse",,"Husband","White","Male",0,0,40,"United-States"
36,"Private",191335,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,56,"United-States"
44,"Self-emp-not-inc",343190,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,55,"United-States"
34,"Private",110554,"HS-grad","Divorced","Sales","Own-child","White","Female",0,0,35,"United-States"
73,"Private",105886,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",1173,0,75,"United-States"
46,"Private",261059,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,50,"United-States"
40,"Private",188465,"HS-grad","Divorced","Other-service","Not-in-family","White","Female",0,0,35,"United-States"
25,"Self-emp-inc",161007,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States"
34,"Private",177437,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",15024,0,45,"United-States"
38,"Private",99138,"Bachelors","Never-married","Exec-managerial","Not-in-family","White","Female",0,0,38,"United-States"
31,"Federal-gov",484669,"Some-college","Never-married","Tech-support","Not-in-family","White","Male",0,0,40,"United-States"
38,"State-gov",314052,"HS-grad","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,38,"United-States"
32,"Self-emp-not-inc",210926,"11th","Separated","Handlers-cleaners","Unmarried","White","Female",0,0,40,"Nicaragua"
60,"Local-gov",255711,"Bachelors","Widowed","Prof-specialty","Unmarried","White","Female",0,0,60,"United-States"
54,"Private",135388,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",5178,0,40,"United-States"
69,"Private",130060,"HS-grad","Separated","Transport-moving","Unmarried","Black","Female",2387,0,40,"United-States"
25,"Private",169759,"HS-grad","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,95,"United-States"
52,"Private",95704,"9th","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States"
23,"Private",237432,"Bachelors","Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,
25,"State-gov",218184,"Bachelors","Never-married","Protective-serv","Not-in-family","Black","Female",0,0,40,"United-States"
32,"Private",154087,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States"
51,"Private",208899,"Bachelors","Separated","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States"
49,"Private",203067,"Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States"
25,"Private",154941,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States"
52,"Private",203392,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",5013,0,40,"United-States"
42,"Local-gov",226020,"HS-grad","Separated","Other-service","Not-in-family","Black","Female",0,0,60,
40,"Private",121874,"Assoc-acdm","Married-civ-spouse","Sales","Husband","White","Male",7688,0,50,"United-States"
40,"Self-emp-not-inc",29036,"Some-college","Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,35,"United-States"
38,"Local-gov",73715,"Some-college","Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,60,"United-States"
19,"Private",138760,"HS-grad","Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States"
34,"Private",210736,"Some-college","Separated","Adm-clerical","Unmarried","Black","Female",0,0,40,
57,"Private",201991,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States"
26,"Local-gov",283217,"Some-college","Never-married","Protective-serv","Own-child","White","Male",0,0,40,"United-States"
61,,71467,"HS-grad","Married-civ-spouse",,"Husband","White","Male",3103,0,40,"United-States"
56,"Private",367984,"Assoc-voc","Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,40,"United-States"
41,"Self-emp-not-inc",193459,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States"
22,"Private",95566,"Some-college","Married-spouse-absent","Sales","Own-child","Other","Female",0,0,22,"Dominican-Republic"
36,"Private",172129,"9th","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States"
20,,200061,"Some-college","Never-married",,"Own-child","White","Female",0,0,40,
35,"Self-emp-inc",153976,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States"
64,"Self-emp-not-inc",165479,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,5,"United-States"
24,"Private",306460,"HS-grad","Never-married","Farming-fishing","Unmarried","White","Male",0,0,40,"United-States"
33,"Private",295591,"5th-6th","Married-spouse-absent","Craft-repair","Not-in-family","White","Male",0,0,40,"Mexico"
54,"Private",244770,"HS-grad","Never-married","Adm-clerical","Other-relative","White","Female",0,0,40,"United-States"
38,"Private",312108,"HS-grad","Never-married","Other-service","Unmarried","Black","Female",0,0,40,"United-States"
21,"Local-gov",193130,"Some-college","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States"
39,"Private",126161,"Doctorate","Never-married","Prof-specialty","Not-in-family","White","Male",0,0,45,"United-States"
38,"State-gov",200904,"Bachelors","Married-civ-spouse","Exec-managerial","Wife","Black","Female",0,0,30,"United-States"
46,"Private",265097,"HS-grad","Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,5,"United-States"
53,"Private",126592,"Some-college","Married-civ-spouse","Craft-repair","Husband","Black","Male",7688,0,40,"United-States"
40,"Private",193494,"HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,46,"United-States"
19,"Private",311974,"HS-grad","Never-married","Craft-repair","Other-relative","White","Male",0,0,25,"Mexico"
21,,170272,"Some-college","Never-married",,"Own-child","White","Female",0,0,25,"United-States"
45,"Private",236040,"Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States"
26,"Private",248612,"Bachelors","Never-married","Prof-specialty","Own-child","White","Male",0,0,30,"United-States"
59,"Private",279636,"HS-grad","Never-married","Adm-clerical","Not-in-family","White","Male",0,0,50,"Guatemala"
27,"Private",109004,"HS-grad","Separated","Craft-repair","Unmarried","Black","Male",0,0,40,"United-States"
43,"Private",226902,"Bachelors","Divorced","Machine-op-inspct","Other-relative","White","Male",0,0,40,"United-States"
45,"Private",96100,"7th-8th","Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,40,"United-States"
57,,85815,"HS-grad","Divorced",,"Own-child","Asian-Pac-Islander","Male",0,0,20,"United-States"
17,"Private",147069,"10th","Never-married","Sales","Own-child","White","Female",0,0,16,"United-States"
81,"Private",129338,"7th-8th","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,10,"United-States"
63,"Private",287277,"HS-grad","Divorced","Protective-serv","Not-in-family","White","Male",0,0,40,"United-States"
23,"Private",308498,"Some-college","Never-married","Craft-repair","Own-child","White","Male",0,0,15,"United-States"
48,"Private",235108,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States"
57,"Private",64960,"Assoc-voc","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,45,"United-States"
19,"Private",100999,"Some-college","Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States"
41,"Private",191451,"Masters","Divorced","Exec-managerial","Unmarried","Black","Female",0,0,60,"United-States"
25,"Private",189897,"HS-grad","Married-civ-spouse","Craft-repair","Own-child","White","Male",0,0,40,"United-States"
27,"State-gov",192257,"HS-grad","Never-married","Protective-serv","Own-child","White","Male",2174,0,40,"United-States"
28,"Private",25684,"HS-grad","Never-married","Prof-specialty","Not-in-family","Amer-Indian-Eskimo","Female",0,0,40,"United-States"
19,"Private",292511,"Some-college","Never-married","Other-service","Own-child","White","Male",0,0,25,"United-States"
20,"Private",122971,"Some-college","Never-married","Sales","Own-child","White","Male",0,0,35,"United-States"
46,"Federal-gov",33794,"Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",3103,0,40,"United-States"
33,"Private",79923,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States"
36,"Private",186110,"Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States"
24,"Private",113515,"HS-grad","Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States"
25,"Private",226891,"Assoc-voc","Never-married","Other-service","Other-relative","Asian-Pac-Islander","Female",0,0,40,
24,"Private",211585,"HS-grad","Married-civ-spouse","Transport-moving","Own-child","White","Female",0,0,40,"United-States"
33,"Local-gov",194901,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States"
58,"Private",320102,"Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States"
50,"Federal-gov",343014,"Some-college","Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,40,"United-States"
35,"Private",222989,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,30,"United-States"
51,"Federal-gov",100653,"HS-grad","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,8,"United-States"
28,"Private",60374,"HS-grad","Married-civ-spouse","Other-service","Own-child","White","Female",0,0,35,"United-States"
23,"Private",314894,"HS-grad","Never-married","Exec-managerial","Own-child","White","Female",0,0,45,"United-States"
53,"Local-gov",164300,"Bachelors","Divorced","Adm-clerical","Unmarried","White","Female",0,0,38,"Dominican-Republic"
28,"Private",180007,"Some-college","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States"
24,"Private",200593,"HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,50,"United-States"
33,"Self-emp-not-inc",177828,"HS-grad","Divorced","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States"
56,"Self-emp-inc",32316,"12th","Widowed","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States"
41,"Self-emp-inc",230168,"Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,91,"United-States"
19,"Private",69151,"9th","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,25,"United-States"
66,"Private",113323,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",20051,0,40,"United-States"
38,"Private",320305,"7th-8th","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States"
67,,98882,"Masters","Widowed",,"Not-in-family","White","Female",0,0,40,"United-States"
38,"Self-emp-inc",176357,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States"
27,"Private",89598,"Some-college","Never-married","Adm-clerical","Unmarried","White","Female",0,0,60,"United-States"
45,"Private",217953,"HS-grad","Married-civ-spouse","Craft-repair","Husband","Other","Male",0,0,40,"Mexico"
53,"Private",346871,"HS-grad","Divorced","Prof-specialty","Not-in-family","White","Male",4787,0,46,"United-States"
32,"Private",210541,"Bachelors","Divorced","Sales","Unmarried","White","Female",0,0,30,"United-States"
46,"Private",164427,"HS-grad","Divorced","Adm-clerical","Own-child","White","Female",0,0,45,"United-States"
49,"Federal-gov",233059,"Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
23,"Private",212617,"Bachelors","Never-married","Other-service","Not-in-family","White","Male",0,0,66,"Ecuador"
32,"Self-emp-not-inc",35595,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States"
66,"Private",178120,"5th-6th","Divorced","Priv-house-serv","Not-in-family","Black","Female",0,0,15,"United-States"
31,"Private",197860,"HS-grad","Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States"
50,,204577,"Bachelors","Married-civ-spouse",,"Husband","Black","Male",0,1902,60,"United-States"
21,"Private",265356,"Some-college","Never-married","Sales","Other-relative","White","Male",0,0,40,"United-States"
48,"Private",125120,"Some-college","Divorced","Adm-clerical","Unmarried","White","Female",0,0,55,"United-States"
24,"Private",88676,"HS-grad","Never-married","Other-service","Own-child","White","Male",0,0,35,"United-States"
45,"Self-emp-inc",121124,"Prof-school","Never-married","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States"
33,"Private",361497,"HS-grad","Never-married","Transport-moving","Not-in-family","White","Male",0,0,70,"United-States"
43,"Local-gov",155106,"Assoc-voc","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States"
32,"Self-emp-not-inc",62272,"HS-grad","Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States"
19,"Private",340567,"1st-4th","Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,55,"Mexico"
24,,138504,"HS-grad","Separated",,"Unmarried","Black","Female",0,0,37,"United-States"
27,"Private",118799,"HS-grad","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States"
21,"Private",57916,"HS-grad","Separated","Farming-fishing","Own-child","White","Male",0,0,40,"United-States"
35,"Private",160910,"Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States"
43,"Private",184018,"Assoc-acdm","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States"
30,"Private",39150,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States"
34,"Private",293703,"Some-college","Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,0,40,"Philippines"
21,"Private",108687,"Some-college","Never-married","Sales","Own-child","White","Female",0,0,40,"United-States"
25,"Private",236564,"HS-grad","Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States"
51,"Private",95329,"Masters","Divorced","Protective-serv","Unmarried","White","Male",0,0,40,"United-States"
45,"Self-emp-inc",204196,"Bachelors","Divorced","Exec-managerial","Unmarried","White","Male",0,0,50,"United-States"
37,"State-gov",173780,"Some-college","Divorced","Prof-specialty","Unmarried","White","Female",0,0,30,"United-States"
64,"Private",66634,"Bachelors","Divorced","Exec-managerial","Unmarried","White","Male",27828,0,50,"United-States"
58,"Private",407138,"7th-8th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",2936,0,50,"Mexico"
20,"Private",190772,"Assoc-acdm","Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States"
64,"Local-gov",199298,"5th-6th","Divorced","Other-service","Not-in-family","White","Female",0,0,45,
38,"Private",216129,"Bachelors","Divorced","Other-service","Not-in-family","Black","Female",0,0,60,
46,"Federal-gov",219293,"HS-grad","Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,0,80,"United-States"
55,,227203,"Assoc-acdm","Married-spouse-absent",,"Not-in-family","White","Female",0,0,5,"United-States"
25,"Private",231357,"HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States"
35,"Private",320305,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,32,"United-States"
34,"Private",48935,"Bachelors","Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States"
46,"Private",101455,"HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States"
19,"Local-gov",243960,"Some-college","Never-married","Sales","Own-child","White","Female",0,0,16,"United-States"
27,"Private",176683,"HS-grad","Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States"
22,"Private",38251,"Assoc-acdm","Never-married","Other-service","Unmarried","White","Female",0,0,35,"United-States"
42,"Private",135056,"HS-grad","Never-married","Sales","Own-child","White","Female",0,0,40,"United-States"
36,"Private",30509,"Some-college","Divorced","Prof-specialty","Unmarried","White","Female",0,0,45,"United-States"
52,"Private",232024,"Some-college","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,60,"United-States"
